,TotalCharges,tenure,MonthlyCharges,MultipleLines_No phone service,SeniorCitizen,Contract_One year,PaymentMethod_Credit card (automatic),InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Mailed check,Contract_Two year,Churn,OnlineSecurity_Yes,TechSupport_Yes
396,3694.7,33,109.9,0,1,0,0,0,1,0,0,0,1,1
397,2524.45,34,73.95,0,0,0,1,0,0,0,0,1,0,0
398,1803.7,33,54.6,1,1,0,0,0,0,0,0,0,0,1
399,415.1,23,20.05,0,0,1,0,1,0,1,0,0,0,0
400,624.15,32,19.75,0,0,1,0,1,1,0,0,0,0,0
401,237.7,11,20.05,0,0,1,1,1,0,0,0,0,0,0
402,7007.6,69,99.45,0,0,0,1,0,0,0,0,1,0,0
403,3848.8,68,55.9,0,0,1,0,0,1,0,0,0,1,1
404,419.4,20,19.7,0,0,0,0,1,0,1,1,0,0,0
405,1468.75,72,19.8,0,0,0,1,1,0,0,1,0,0,0
406,5812.0,60,95.4,0,0,1,0,0,1,0,0,0,1,0
407,2861.45,32,93.95,0,1,0,0,0,0,1,0,0,0,0
408,19.9,1,19.9,0,0,0,0,1,0,1,0,1,0,0
409,19.6,1,19.6,0,0,0,0,1,0,1,0,1,0,0
410,233.7,3,81.35,0,1,0,0,0,0,0,0,1,0,0
411,1066.15,46,24.45,0,0,1,0,1,1,0,0,0,0,0
412,2149.05,29,74.95,0,0,0,0,0,0,0,0,0,0,0
413,4473.0,51,87.35,0,0,0,0,0,0,0,0,0,0,1
414,3545.05,48,70.65,0,1,0,0,0,1,0,0,0,0,0
415,1195.75,16,73.25,0,0,0,0,0,1,0,0,0,0,0
416,6858.9,70,98.7,0,0,0,0,0,1,0,1,0,0,1
417,1024.7,40,24.8,0,0,0,0,1,0,1,1,0,0,0
418,1845.9,22,83.3,0,0,0,0,0,0,0,0,1,0,0
419,75.3,1,75.3,0,1,0,0,0,1,0,0,1,0,0
420,132.25,5,24.3,0,0,0,0,1,0,1,0,0,0,0
421,515.45,7,69.85,0,0,0,0,0,1,0,0,0,0,0
422,2830.45,29,100.55,0,0,1,1,0,0,0,0,0,0,1
423,1110.5,44,25.7,0,0,1,0,1,0,1,0,0,0,0
424,449.3,10,40.7,1,0,0,0,0,1,0,0,0,1,0
425,2838.55,55,51.65,0,1,0,0,0,1,0,0,0,0,0
426,5376.4,52,105.1,0,1,1,0,0,1,0,0,0,0,0
427,858.6,10,85.95,0,0,0,0,0,0,0,0,0,0,0
428,1395.05,18,75.6,0,0,0,0,0,1,0,0,0,0,0
429,3975.7,68,58.25,0,0,1,0,0,1,0,0,0,1,1
430,1182.55,61,19.4,0,0,0,0,1,0,1,0,1,0,0
431,4784.45,72,65.2,1,0,0,1,0,0,0,1,0,1,1
432,119.5,2,53.45,0,0,0,0,0,0,0,0,0,1,0
433,518.9,12,45.4,0,0,0,0,0,1,0,0,1,0,0
434,899.45,41,19.75,0,0,0,0,1,0,0,1,0,0,0
435,1183.8,26,44.45,1,0,0,1,0,0,0,0,0,0,1
436,720.05,36,20.85,0,0,1,0,1,1,0,0,0,0,0
437,8468.2,72,114.05,0,0,0,1,0,0,0,1,0,1,1
438,3161.2,35,89.85,0,0,0,0,0,1,0,0,0,0,1
439,55.05,1,55.05,0,0,0,0,0,0,1,0,0,0,1
440,1882.55,16,112.95,0,0,0,0,0,0,0,0,0,1,1
441,5070.4,49,101.55,0,1,0,1,0,0,0,0,0,1,0
442,6049.5,54,114.65,0,0,1,0,0,0,1,0,0,1,1
443,1166.7,18,64.8,0,0,0,0,0,0,0,0,0,1,0
444,2937.65,36,80.4,0,0,0,0,0,0,0,0,0,0,0
445,6396.45,60,105.9,0,0,0,0,0,0,0,0,1,0,0
446,69.55,1,69.55,0,0,0,0,0,0,1,0,1,0,0
447,1270.25,52,25.05,0,0,0,0,1,1,0,1,0,0,0
448,759.55,8,94.75,0,0,0,0,0,0,0,0,0,0,0
449,7611.55,72,105.5,0,0,0,0,0,1,0,1,0,1,1
450,1642.75,64,24.7,0,0,1,0,1,0,1,0,0,0,0
451,1545.4,22,69.75,0,1,0,0,0,0,1,0,0,1,1
452,3582.4,60,60.2,1,0,0,0,0,1,0,0,0,0,1
453,2227.1,28,81.05,0,0,0,0,0,0,0,0,1,0,0
454,1417.9,61,24.4,0,0,0,0,1,0,1,1,0,0,0
455,2494.65,24,104.15,0,0,0,0,0,0,0,0,0,0,0
456,2768.35,28,92.9,0,0,1,0,0,1,0,0,0,0,1
457,2369.3,30,80.8,0,0,0,0,0,1,0,1,0,0,1
458,38.0,2,20.0,0,0,0,0,1,0,1,0,0,0,0
459,75.1,1,75.1,0,0,0,0,0,0,0,0,0,0,0
460,100.9,6,19.65,0,0,0,0,1,0,1,0,0,0,0
461,1614.05,24,69.45,0,0,0,0,0,1,0,0,0,0,0
462,385.9,4,101.15,0,0,0,0,0,0,0,0,1,0,0
463,673.25,7,99.8,0,0,0,0,0,0,0,0,1,0,0
464,8404.9,72,116.05,0,1,0,0,0,1,0,1,0,1,1
465,2799.75,70,40.05,1,0,0,0,0,0,1,1,0,0,1
466,6538.45,64,102.1,0,1,0,0,0,0,0,1,0,0,1
467,6588.95,72,89.7,0,0,1,0,0,0,0,0,0,0,0
468,868.1,44,19.9,0,0,0,0,1,0,1,1,0,0,0
469,734.35,13,55.95,0,0,0,0,0,0,0,0,1,0,0
470,330.6,17,20.65,0,1,1,0,1,0,1,0,0,0,0
471,55.0,1,55.0,0,0,0,0,0,0,0,0,1,0,0
472,564.4,9,70.05,0,0,0,0,0,0,1,0,0,0,0
473,1315.35,24,53.6,0,0,0,0,0,0,1,0,0,1,1
474,74.7,1,74.7,0,0,0,0,0,0,0,0,1,0,0
475,1861.5,24,80.25,0,0,0,0,0,0,0,0,1,0,0
476,2747.2,35,76.05,0,1,0,0,0,0,0,0,0,0,1
477,554.05,7,75.7,0,0,0,0,0,0,0,0,0,1,1
478,453.4,5,96.1,0,0,0,0,0,0,0,0,1,0,1
479,994.8,15,69.0,0,0,0,0,0,1,0,0,1,0,0
480,225.75,11,19.65,0,0,0,0,1,0,1,1,0,0,0
481,2145.0,48,45.3,1,0,0,0,0,1,0,0,1,1,0
482,1671.6,20,81.45,0,1,0,0,0,0,0,0,0,0,0
483,8003.8,72,108.5,0,0,1,0,0,1,0,0,0,0,1
484,680.05,8,83.55,0,0,0,0,0,0,0,0,1,0,0
485,6130.85,72,84.5,0,0,0,1,0,0,0,1,0,0,0
486,1415.0,15,100.15,0,0,0,0,0,0,0,0,0,0,0
487,6201.95,72,88.6,0,0,0,0,0,1,0,1,0,0,1
488,2283.3004408418656,0,52.55,1,0,0,0,0,1,0,1,0,1,1
489,74.35,1,74.35,0,0,0,0,0,0,0,0,1,0,0
490,6597.25,63,104.8,0,0,0,0,0,1,0,1,0,0,0
491,114.15,2,59.0,0,0,0,0,0,0,0,0,0,0,0
492,139.4,2,74.4,0,0,0,0,0,0,0,0,1,1,0
493,3902.6,61,64.05,0,1,1,0,0,1,0,0,0,0,0
494,20.4,1,20.4,0,0,0,0,1,0,1,0,0,0,0
495,903.6,22,43.75,1,0,1,0,0,1,0,0,1,0,0
496,1785.65,28,60.9,0,0,0,0,0,0,1,0,0,1,1
497,1397.65,70,19.8,0,0,0,0,1,1,0,1,0,0,0
498,131.05,5,28.45,1,1,0,0,0,0,0,0,1,0,0
499,1238.45,12,99.7,0,0,0,0,0,1,0,0,1,1,0
500,3899.05,34,116.25,0,0,1,1,0,0,0,0,0,1,1
501,5676.0,71,80.7,0,1,0,1,0,0,0,1,0,1,0
502,4543.15,70,65.2,0,0,1,0,0,1,0,0,0,1,0
503,4326.8,52,84.05,0,0,0,0,0,1,0,0,0,1,1
504,5502.55,69,79.45,0,0,0,1,0,0,0,1,0,1,1
505,1782.4,20,94.1,0,1,0,0,0,0,0,0,1,0,0
506,851.8,11,78.0,0,0,0,0,0,0,1,0,0,0,0
507,167.5,2,94.2,0,0,0,0,0,0,0,0,1,0,1
508,502.85,6,80.5,0,0,0,0,0,0,0,0,1,0,1
509,19.85,1,19.85,0,0,0,0,1,0,1,0,0,0,0
510,1818.3,20,94.3,0,1,1,1,0,0,0,0,0,1,1
511,6300.15,61,106.45,0,0,0,0,0,0,0,0,0,1,0
512,334.8,5,74.35,0,1,0,0,0,0,0,0,1,0,0
513,5916.95,56,105.45,0,0,0,0,0,1,0,0,0,0,1
514,2852.4,30,95.0,0,0,0,1,0,0,0,0,0,1,1
515,4131.95,40,104.8,0,0,0,0,0,1,0,0,1,0,1
516,1546.3,28,54.3,0,0,1,0,0,0,1,0,0,1,1
517,302.6,5,70.05,0,1,0,0,0,0,0,0,0,0,0
518,1929.35,27,75.2,0,1,0,0,0,1,0,0,1,1,0
519,265.45,12,20.05,0,0,0,1,1,0,0,0,0,0,0
520,6989.45,67,105.4,0,0,1,0,0,0,0,0,0,0,0
521,1442.0,29,51.6,0,1,0,0,0,0,0,0,0,0,0
522,4713.4,55,85.5,0,0,0,0,0,1,0,0,0,0,0
523,1758.6,23,75.6,0,0,0,0,0,1,0,0,1,0,0
524,3480.0,34,100.05,0,0,0,0,0,0,0,0,1,0,0
525,4738.3,52,91.25,0,0,1,0,0,0,0,0,0,1,0
526,8399.15,72,115.75,0,1,0,1,0,0,0,1,0,1,1
527,5430.35,58,94.7,0,0,1,1,0,0,0,0,0,0,1
528,686.95,35,19.6,0,0,0,0,1,0,1,1,0,0,0
529,5706.3,56,99.9,0,1,0,0,0,1,0,1,0,0,1
530,490.65,24,21.1,0,0,0,1,1,0,0,1,0,0,0
531,1360.25,70,20.05,0,0,0,1,1,0,0,1,0,0,0
532,174.45,2,79.95,0,0,0,0,0,0,0,0,0,0,0
533,7379.8,68,107.15,0,1,1,1,0,0,0,0,0,0,1
534,85.0,1,85.0,0,0,0,0,0,0,0,0,1,0,0
535,1021.75,12,89.55,0,0,0,0,0,0,0,0,0,0,0
536,5029.05,63,81.55,0,0,0,0,0,1,0,0,0,0,0
537,1955.4,33,58.45,0,0,1,0,0,0,1,0,0,1,0
538,6744.2,69,95.65,0,0,1,1,0,0,0,0,0,0,0
539,4946.7,60,80.6,0,0,0,0,0,1,0,1,0,0,1
540,8248.5,72,113.1,0,0,0,0,0,1,0,1,0,1,1
541,601.6,11,58.95,0,0,0,0,0,0,1,0,0,0,0
542,19.55,1,19.55,0,0,0,0,1,0,1,0,0,0,0
543,834.1,10,86.05,0,0,0,0,0,1,0,0,1,0,0
544,597.0,13,45.55,1,0,0,1,0,0,0,0,1,1,1
545,2647.2,34,78.95,0,0,1,0,0,1,0,0,0,0,0
546,3266.0,39,86.3,0,0,0,0,0,0,1,0,1,0,0
547,6744.25,65,105.05,0,0,1,0,0,1,0,0,0,0,1
548,5265.5,50,101.9,0,1,1,0,0,1,0,0,0,1,0
549,311.6,15,19.75,0,0,0,0,1,0,1,0,0,0,0
550,7966.9,72,110.3,0,0,0,0,0,1,0,1,0,1,0
551,8220.4,72,115.6,0,0,0,0,0,1,0,1,0,1,1
552,1153.25,55,19.35,0,0,0,0,1,1,0,1,0,0,0
553,514.75,23,25.6,0,0,0,1,1,0,0,1,0,0,0
554,2596.15,32,80.35,0,0,0,0,0,1,0,0,1,0,0
555,3808.0,56,68.75,0,0,1,0,0,1,0,0,0,1,0
556,19.9,1,19.9,0,0,0,0,1,1,0,0,0,0,0
557,2708.2,38,70.6,0,0,1,0,0,0,1,0,0,1,1
558,760.05,11,70.2,0,0,0,0,0,0,0,0,0,0,0
559,49.3,1,49.3,0,0,0,0,0,0,0,0,0,0,1
560,6033.3,56,107.25,0,0,1,0,0,0,0,0,0,0,1
561,89.05,3,23.6,0,0,0,0,1,0,1,0,0,0,0
562,516.15,7,69.7,0,0,0,1,0,0,0,0,0,1,0
563,5861.75,59,99.5,0,0,0,1,0,0,0,1,0,0,0
564,445.95,7,64.3,0,0,0,0,0,1,0,0,0,0,1
565,4973.4,71,70.85,0,0,0,1,0,0,0,1,0,1,1
566,1667.25,15,101.9,0,0,1,0,0,0,0,0,0,1,1
567,5357.75,71,73.5,0,0,0,1,0,0,0,1,0,1,1
568,3527.6,35,100.25,0,0,0,0,0,0,0,0,1,0,0
569,422.6,11,40.4,1,0,1,1,0,0,0,0,0,0,1
570,1103.25,60,19.25,0,0,0,1,1,0,0,1,0,0,0
571,2754.0,47,59.6,0,1,0,0,0,1,0,1,0,0,1
572,697.25,11,64.9,0,0,1,1,0,0,0,0,0,0,1
573,5614.45,56,100.3,0,0,1,1,0,0,0,0,1,0,0
574,3204.4,28,110.85,0,1,0,0,0,0,0,0,0,0,1
575,4747.65,61,81.05,0,0,0,0,0,0,1,1,0,1,1
576,3082.1,31,98.05,0,0,1,0,0,1,0,0,0,1,0
577,597.9,9,70.5,0,0,0,0,0,0,0,0,0,0,0
578,3365.4,35,94.55,0,1,0,0,0,0,0,0,0,1,0
579,38.8,2,19.65,0,0,0,0,1,0,1,0,0,0,0
580,233.55,12,19.0,0,0,0,0,1,0,1,0,1,0,0
581,75.3,1,75.3,0,0,0,0,0,0,1,0,1,1,0
582,346.2,4,89.2,0,1,0,0,0,0,0,0,1,0,0
583,19.0,1,19.0,0,0,0,0,1,0,1,0,0,0,0
584,61.7,3,20.0,0,0,0,0,1,0,1,0,0,0,0
585,85.7,1,85.7,0,1,0,0,0,0,0,0,1,0,0
586,3342.45,52,63.25,0,0,0,1,0,0,0,1,0,1,0
587,85.1,5,20.1,0,0,1,0,1,0,1,0,0,0,0
588,7422.1,72,99.15,0,0,0,0,0,0,0,1,0,1,0
589,6668.05,71,90.4,0,0,0,0,0,0,0,1,0,1,1
590,8071.05,72,111.9,0,0,0,1,0,0,0,1,0,1,1
591,1174.8,46,24.9,0,0,1,0,1,0,0,0,0,0,0
592,5435.0,63,83.5,0,0,0,1,0,0,0,1,0,1,0
593,2438.6,30,84.3,0,0,0,1,0,0,0,0,0,1,0
594,45.6,1,45.6,0,0,0,0,0,0,1,0,0,0,0
595,713.75,12,61.65,0,0,0,0,0,0,1,0,1,1,1
596,916.15,16,54.85,1,0,0,0,0,0,1,1,0,1,1
597,237.2,4,65.55,0,0,0,0,0,0,1,0,0,0,1
598,4614.55,51,90.35,0,0,1,1,0,0,0,0,0,0,0
599,1414.45,65,20.4,0,0,0,1,1,0,0,1,0,0,0
600,1170.5,16,74.55,0,0,0,1,0,0,0,0,0,0,1
601,47.7,2,19.95,0,0,1,0,1,0,1,0,0,0,0
602,4859.25,66,74.25,0,0,1,0,0,1,0,0,0,0,0
603,4903.2,46,108.65,0,0,0,0,0,0,0,1,0,0,1
604,3608.0,32,109.55,0,0,1,0,0,1,0,0,0,1,1
605,6094.25,72,86.65,0,0,0,1,0,0,0,1,0,1,1
606,3084.9,38,81.0,0,0,0,1,0,0,0,1,0,1,1
607,2356.75,51,47.85,0,0,1,1,0,0,0,0,0,0,1
608,8306.05,72,114.55,0,0,0,0,0,1,0,1,0,1,1
609,6786.4,65,105.25,0,1,0,0,0,1,0,0,1,1,0
610,248.95,9,29.95,1,0,0,0,0,0,0,0,1,0,0
611,663.05,9,65.0,0,0,0,0,0,0,1,0,1,1,1
612,1357.1,66,20.55,0,0,0,0,1,0,1,1,0,0,0
613,4860.35,44,109.8,0,1,1,1,0,0,0,0,0,1,0
614,3418.2,50,69.5,0,0,0,0,0,1,0,1,0,0,1
615,631.4,15,48.85,0,0,0,0,0,0,1,0,0,0,0
616,186.3,8,25.25,1,0,0,1,0,0,0,0,0,0,0
617,6976.75,66,102.85,0,1,1,1,0,0,0,0,0,0,1
618,4884.85,57,87.55,0,0,0,0,0,1,0,0,0,1,1
619,522.95,7,78.55,0,0,0,0,0,1,0,0,0,0,0
620,362.6,10,34.55,1,1,0,0,0,1,0,0,0,0,0
621,5755.8,62,92.05,0,0,1,0,0,0,0,0,0,1,0
622,3355.65,40,85.05,0,0,1,0,0,0,0,0,0,0,0
623,406.95,20,19.7,0,0,0,0,1,0,1,1,0,0,0
624,137.6,7,20.0,0,0,0,0,1,1,0,0,1,0,0
625,2395.7,25,95.15,0,0,0,0,0,0,0,0,0,0,1
626,1968.1,23,84.25,0,0,0,0,0,0,0,0,0,0,0
627,6819.45,66,104.6,0,1,1,1,0,0,0,0,0,0,0
628,7943.45,72,111.65,0,1,0,0,0,0,0,1,0,0,1
629,4547.25,49,90.05,0,1,0,1,0,0,0,0,1,0,0
630,4687.9,43,110.75,0,1,0,0,0,1,0,0,1,0,1
631,2473.95,46,55.0,0,0,0,0,0,1,0,0,0,1,0
632,6562.9,72,89.85,0,0,0,1,0,0,0,1,0,1,1
633,176.3,10,20.35,0,0,1,0,1,0,1,0,0,0,0
634,2236.2,40,54.55,1,0,1,0,0,1,0,0,0,1,1
635,6985.65,65,105.5,0,0,0,0,0,0,0,0,1,0,0
636,3109.9,31,99.45,0,0,0,0,0,1,0,1,0,0,1
637,4911.35,68,70.9,0,0,0,1,0,0,0,1,0,1,1
638,5794.65,56,104.55,0,1,1,0,0,1,0,0,1,1,0
639,855.3,10,85.25,0,0,0,0,0,0,0,0,1,0,0
640,1620.2,68,25.4,0,0,0,0,1,1,0,1,0,0,0
641,2499.3,43,56.15,0,0,0,0,0,0,0,0,1,0,0
642,89.55,1,89.55,0,0,0,0,0,0,0,0,1,0,0
643,4287.2,49,89.85,0,1,1,0,0,1,0,0,0,0,0
644,394.85,15,25.25,0,0,0,0,1,0,0,0,0,0,0
645,1899.65,20,94.55,0,1,0,0,0,0,0,0,1,0,0
646,45.7,1,45.7,0,0,0,0,0,0,1,0,1,0,0
647,3442.15,50,69.65,0,0,1,0,0,0,0,0,0,0,1
648,161.5,2,89.5,0,1,0,0,0,0,0,0,1,0,0
649,1732.6,24,70.0,0,1,0,1,0,0,0,0,0,0,0
650,222.3,3,69.55,0,0,0,0,0,1,0,0,1,0,0
651,74.6,1,74.6,0,0,0,0,0,0,1,0,1,0,0
652,655.3,35,20.1,0,0,0,0,1,0,1,1,0,0,0
653,475.25,17,24.8,0,0,0,0,1,0,1,0,0,0,0
654,164.3,8,19.65,0,1,0,0,1,0,0,0,1,0,0
655,865.1,10,95.1,0,0,0,1,0,0,0,0,0,0,1
656,6132.7,68,88.85,0,0,0,1,0,0,0,1,0,1,1
657,3597.5,45,78.8,0,0,1,0,0,1,0,0,0,1,0
658,35.9,2,19.85,0,0,1,0,1,0,1,0,1,0,0
659,697.65,37,20.35,0,0,0,0,1,1,0,0,0,0,0
660,96.05,4,24.25,1,0,0,0,0,0,1,0,1,0,0
661,428.7,10,45.25,0,0,0,0,0,0,1,0,0,0,0
662,20.05,1,20.05,0,0,0,0,1,0,1,0,0,0,0
663,4459.15,65,69.55,0,0,0,0,0,0,1,1,0,1,0
664,1167.6,57,19.5,0,0,0,0,1,1,0,1,0,0,0
665,238.1,3,74.75,0,0,0,0,0,0,1,0,0,0,0
666,145.15,2,69.65,0,0,0,0,0,0,0,0,1,0,0
667,1453.1,49,30.2,1,0,0,0,0,1,0,0,0,0,0
668,191.05,4,45.65,0,0,0,0,0,0,1,0,1,0,0
669,4039.3,70,57.8,1,0,0,0,0,1,0,1,0,0,1
670,1039.45,53,19.85,0,0,1,0,1,1,0,0,0,0,0
671,1336.1,53,25.55,0,0,0,1,1,0,0,1,0,0,0
672,75.05,1,75.05,0,0,0,0,0,0,1,0,1,0,0
673,493.4,22,24.85,0,0,0,1,1,0,0,0,0,0,0
674,2550.9,52,49.15,1,1,0,0,0,0,0,0,1,0,0
675,7246.15,65,110.35,0,1,0,0,0,0,0,1,0,1,1
676,1203.95,48,24.55,0,0,1,0,1,1,0,0,0,0,0
677,62.25,2,34.7,1,0,0,0,0,0,0,0,1,0,0
678,313.6,3,107.95,0,0,0,0,0,0,1,0,0,0,0
679,3775.85,45,81.4,0,0,0,0,0,1,0,0,0,0,0
680,80.0,1,80.0,0,0,0,0,0,0,0,0,1,0,0
681,4616.05,61,73.8,0,0,0,0,0,1,0,1,0,0,1
682,195.65,3,64.4,0,0,0,1,0,0,0,0,0,1,1
683,4188.4,40,103.75,0,1,1,1,0,0,0,0,0,0,1
684,71.1,1,71.1,0,0,0,0,0,0,1,0,0,0,0
685,49.9,1,49.9,0,0,0,0,0,0,0,0,0,0,1
686,1266.4,51,24.6,0,0,1,0,1,1,0,0,0,0,0
687,91.1,2,49.25,0,1,0,0,0,0,0,0,1,1,0
688,1623.4,52,30.1,1,0,1,0,0,0,1,0,0,0,0
689,4149.45,51,83.4,0,0,0,0,0,1,0,0,0,0,0
690,20.45,1,20.45,0,0,0,0,1,0,1,0,0,0,0
691,2344.5,31,75.25,0,0,1,0,0,1,0,0,0,1,1
692,1013.05,47,20.55,0,0,1,1,1,0,0,0,0,0,0
693,270.7,3,75.1,0,0,0,1,0,0,0,0,1,0,0
694,417.0,22,20.05,0,1,1,0,1,0,1,0,0,0,0
695,20.65,1,20.65,0,0,0,0,1,0,1,0,0,0,0
696,6316.2,72,85.15,0,0,0,0,0,1,0,1,0,0,1
697,168.15,3,50.15,0,0,0,0,0,0,0,0,1,0,0
698,4018.05,47,84.95,0,1,1,0,0,1,0,0,0,0,0
699,4811.6,72,66.5,0,0,0,1,0,0,0,1,0,1,1
700,4189.7,66,63.3,0,0,0,0,0,1,0,1,0,0,0
701,2848.45,35,83.15,0,0,0,0,0,0,0,0,0,0,0
702,2516.2,29,84.9,0,0,0,0,0,0,0,0,0,0,0
703,33.6,2,20.55,0,0,0,0,1,0,1,0,0,0,0
704,208.45,4,49.25,0,0,0,0,0,0,1,0,0,0,0
705,2015.35,25,79.85,0,0,0,0,0,1,0,0,1,1,0
706,3739.8,65,59.6,0,0,0,0,0,0,1,1,0,1,1
707,2964.0,27,104.65,0,1,1,0,0,1,0,0,0,0,1
708,2263.4,29,75.3,0,0,0,1,0,0,0,0,0,0,0
709,2211.8,29,80.1,0,0,0,1,0,0,0,0,0,0,0
710,19.55,1,19.55,0,0,0,0,1,0,1,0,1,0,0
711,1683.7,20,81.0,0,0,0,0,0,0,1,0,0,0,1
712,1519.0,58,24.7,0,0,0,1,1,0,0,1,0,0,0
713,1164.05,14,86.0,0,0,0,0,0,0,1,0,0,1,1
714,1710.9,72,25.4,0,0,0,0,1,0,1,1,0,0,0
715,4245.55,46,89.15,0,0,0,1,0,0,0,0,0,1,0
716,4145.9,71,58.25,1,0,0,0,0,1,0,1,0,0,1
717,2664.3,32,85.65,0,0,0,0,0,1,0,0,0,0,0
718,1277.5,26,50.35,1,0,0,1,0,0,0,0,0,0,0
719,5589.3,68,80.35,0,1,0,1,0,0,0,0,0,0,0
720,34.75,2,20.2,0,0,1,0,1,0,1,0,0,0,0
721,1305.95,61,20.55,0,0,0,1,1,0,0,1,0,0,0
722,381.3,4,85.95,0,0,0,0,0,0,0,0,1,0,0
723,141.5,3,45.35,0,0,0,0,0,0,0,0,1,0,0
724,3105.55,33,94.5,0,1,0,0,0,0,0,0,1,0,0
725,204.55,9,21.25,0,1,0,0,1,0,1,0,0,0,0
726,605.9,22,26.25,0,0,0,0,1,0,1,1,0,0,0
727,356.1,5,80.85,0,0,0,0,0,0,0,0,0,0,0
728,2758.15,30,91.7,0,1,0,1,0,0,0,0,1,1,0
729,4805.65,65,74.2,0,0,0,1,0,0,0,1,0,0,1
730,3941.7,45,87.25,0,0,0,0,0,0,0,0,1,0,1
731,92.75,5,20.35,0,0,0,0,1,0,1,0,0,0,0
732,1901.05,25,75.5,0,0,0,0,0,0,0,0,0,0,0
733,5730.7,72,79.05,0,0,0,0,0,1,0,1,0,1,0
734,2423.4,27,90.15,0,0,0,0,0,1,0,0,0,0,0
735,1653.45,32,50.6,1,0,0,1,0,0,0,0,0,0,0
736,3327.05,30,110.45,0,0,1,1,0,0,0,0,0,0,1
737,7085.5,70,101.0,0,0,0,1,0,0,0,1,0,1,1
738,3344.1,42,79.35,0,1,0,0,0,1,0,0,0,0,0
739,6697.35,72,89.85,0,1,0,0,0,1,0,1,0,1,1
740,2879.9,47,65.0,0,0,0,0,0,0,1,1,0,1,1
741,137.1,2,80.45,0,0,0,0,0,0,0,0,0,1,0
742,1008.55,10,98.55,0,0,0,0,0,0,0,0,1,1,0
743,1551.6,61,24.1,0,0,0,0,1,0,1,1,0,0,0
744,202.15,5,44.05,0,0,0,1,0,0,0,0,0,0,0
745,7882.25,72,110.8,0,1,0,1,0,0,0,1,0,0,1
746,8196.4,72,114.95,0,1,0,0,0,1,0,1,0,1,1
747,202.9,3,75.05,0,1,0,0,0,0,1,0,0,0,0
748,855.1,48,19.25,0,0,0,0,1,0,1,1,0,0,0
749,5817.0,63,90.05,0,0,1,1,0,0,0,0,0,0,1
750,1652.95,27,56.7,0,0,0,0,0,0,1,0,0,1,0
751,5600.15,70,80.15,0,0,0,1,0,0,0,1,0,1,0
752,515.75,7,71.35,0,0,0,1,0,0,0,0,0,1,1
753,2283.3004408418656,0,20.25,0,0,0,0,1,0,1,1,0,0,0
754,190.5,2,90.35,0,0,0,0,0,0,0,0,0,1,0
755,1842.8,20,98.55,0,1,0,0,0,0,0,0,1,0,0
756,1253.8,66,19.7,0,0,0,0,1,1,0,1,0,0,0
757,57.2,3,19.85,0,0,0,0,1,0,1,0,0,0,0
758,1269.55,15,85.9,0,0,0,0,0,1,0,0,1,0,0
759,6563.4,72,90.35,0,0,0,0,0,1,0,1,0,1,1
760,20.8,1,20.8,0,0,0,0,1,0,1,0,0,0,0
761,1907.85,22,89.25,0,0,0,0,0,0,0,0,1,0,0
762,208.85,3,70.3,0,0,0,0,0,0,0,0,1,0,0
763,4758.8,72,66.85,0,0,0,0,0,1,0,1,0,1,1
764,1292.6,65,19.9,0,0,0,0,1,0,1,1,0,0,0
765,363.15,11,35.8,1,0,0,0,0,0,1,0,0,0,0
766,1600.25,22,78.85,0,0,0,0,0,0,1,0,0,0,0
767,275.7,14,20.4,0,0,1,0,1,1,0,0,0,0,0
768,3089.1,41,74.25,0,0,0,0,0,0,0,0,0,0,1
769,1175.6,17,64.8,0,0,1,0,0,0,1,0,0,1,0
770,237.3,11,20.45,0,0,0,1,1,0,0,0,0,0,0
771,1444.65,15,93.35,0,0,0,0,0,0,0,0,1,0,0
772,19.9,1,19.9,0,0,0,0,1,0,1,0,1,0,0
773,454.15,5,88.9,0,0,0,0,0,0,1,0,1,1,0
774,3036.75,33,95.8,0,0,1,0,0,0,0,0,1,0,0
775,8065.65,72,110.65,0,0,0,1,0,0,0,1,0,1,0
776,92.5,3,40.3,1,0,0,0,0,0,1,0,0,0,0
777,184.65,2,82.0,0,0,0,0,0,0,0,0,1,0,0
778,6152.3,59,107.0,0,0,1,1,0,0,0,0,0,1,1
779,89.5,2,45.35,0,0,0,0,0,0,0,0,1,0,0
780,5154.5,71,73.35,0,0,0,1,0,0,0,1,0,0,1
781,220.45,5,44.8,0,0,0,0,0,0,1,0,0,0,0
782,1510.3,27,54.75,0,0,0,1,0,0,0,0,0,1,0
783,52.2,1,52.2,0,0,0,0,0,0,0,0,1,0,1
784,2588.95,63,40.6,1,0,1,0,0,1,0,0,0,1,1
785,4874.8,46,110.0,0,1,1,0,0,0,0,0,1,1,0
786,3983.6,72,55.3,0,0,0,0,0,1,0,1,0,1,0
787,2003.6,34,60.85,0,0,0,0,0,1,0,0,0,1,1
788,1832.4,24,78.4,0,0,1,0,0,0,0,0,0,1,0
789,4908.25,72,69.65,0,0,0,0,0,1,0,1,0,1,1
790,3590.2,60,59.85,1,0,0,1,0,0,0,1,0,1,1
791,5023.0,68,76.9,0,0,1,1,0,0,0,0,0,1,0
792,146.6,8,19.85,0,0,0,0,1,0,1,1,0,0,0
793,2339.3,34,67.65,0,0,0,1,0,0,0,1,0,1,1
794,298.7,6,45.0,1,0,0,1,0,0,0,0,0,0,0
795,143.65,2,64.2,0,0,0,0,0,0,1,0,0,0,1
